task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue
973,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-08-15 22:25:59.627850,2025-08-27 22:25:59.627850,bob,bob,0,3,193,0.54,done,12,0
974,Customer email reply,Respond to important client email about billing dispute.,2025-08-28 22:25:59.627850,2025-09-11 22:25:59.627850,diana,diana,0,12,181,2.92,in_progress,14,1
975,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-19 22:25:59.627850,2025-09-21 22:25:59.627850,bob,bob,2,3,150,3.33,done,2,0
976,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-21 22:25:59.627850,diana,bob,0,4,21,2.91,open,13,0
977,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-04 22:25:59.627850,2025-09-23 22:25:59.627850,diana,charlie,0,1,48,0.97,done,19,0
978,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-05 22:25:59.627850,2025-10-25 22:25:59.627850,diana,alice,0,2,55,0.81,in_progress,20,0
979,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:25:59.627850,2025-09-07 22:25:59.627850,alice,diana,0,1,99,2.83,open,10,1
980,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-08 22:25:59.627850,2025-09-14 22:25:59.627850,alice,bob,1,6,112,2.65,open,6,1
981,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-22 22:25:59.627850,2025-08-29 22:25:59.627850,charlie,diana,1,12,186,3.49,open,7,1
982,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-13 22:25:59.627850,2025-10-23 22:25:59.627850,bob,diana,0,3,56,0.53,open,10,0
983,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-05 22:25:59.627850,2025-10-18 22:25:59.627850,bob,charlie,0,6,130,2.57,done,13,0
984,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-01 22:25:59.627850,2025-09-16 22:25:59.627850,charlie,charlie,2,4,161,4.21,open,15,1
985,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,diana,diana,0,4,173,1.33,done,20,0
986,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-27 22:25:59.627850,2025-09-29 22:25:59.627850,bob,bob,2,3,165,2.92,done,2,0
987,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-11 22:25:59.627850,2025-10-27 22:25:59.627850,diana,alice,0,3,24,3.9,done,16,0
988,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:25:59.627850,2025-09-17 22:25:59.627850,charlie,bob,1,6,16,2.58,open,6,1
989,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:25:59.627850,2025-09-17 22:25:59.627850,bob,diana,0,1,7,1.63,done,13,0
990,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-25 22:25:59.627850,2025-10-10 22:25:59.627850,diana,diana,0,1,26,2.97,open,15,1
991,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-13 22:25:59.627850,2025-09-22 22:25:59.627850,bob,bob,0,12,9,3.23,open,9,1
992,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-17 22:25:59.627850,2025-09-30 22:25:59.627850,bob,alice,0,8,200,0.55,in_progress,13,1
993,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-05 22:25:59.627850,2025-09-11 22:25:59.627850,bob,alice,1,8,141,1.47,done,6,0
994,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-24 22:25:59.627850,2025-09-28 22:25:59.627850,diana,charlie,2,4,18,3.19,open,4,1
995,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-10-12 22:25:59.627850,2025-10-20 22:25:59.627850,charlie,bob,0,2,28,0.57,open,8,0
996,Fix login bug,Respond to important client email about billing dispute.,2025-10-05 22:25:59.627850,2025-10-12 22:25:59.627850,alice,bob,2,1,175,1.26,open,7,1
997,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-15 22:25:59.627850,2025-09-19 22:25:59.627850,charlie,charlie,2,6,165,1.35,open,4,1
998,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-10-13 22:25:59.627850,2025-10-27 22:25:59.627850,alice,bob,0,2,32,2.1,open,14,0
999,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:25:59.627850,2025-10-05 22:25:59.627850,alice,diana,2,2,122,1.49,done,11,0
1000,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-06 22:25:59.627850,2025-09-08 22:25:59.627850,alice,bob,2,4,82,3.95,in_progress,2,1
