task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
617,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-09-02 22:25:59.627850,2025-09-17 22:25:59.627850,charlie,bob,0,12,53,0.98,open,15,1,Optimize DB queries. Optimize slow queries causing high CPU usage on replica DB.,"['optimize', 'db', 'queries', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",optim db queri optim slow queri caus high cpu usag replica db,optimize db query optimize slow query causing high cpu usage replica db
618,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-22 22:25:59.627850,2025-10-01 22:25:59.627850,bob,bob,2,2,180,0.62,open,9,1,Fix login bug. Plan sprint items and assign tasks to frontend/backend teams.,"['fix', 'login', 'bug', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",fix login bug plan sprint item assign task frontend backend team,fix login bug plan sprint item assign task frontend backend team
619,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-15 22:25:59.627850,2025-10-05 22:25:59.627850,diana,charlie,0,2,104,2.71,open,20,1,Write unit tests. Gather sales data and prepare report for stakeholders by Friday.,"['write', 'unit', 'tests', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",write unit test gather sale data prepar report stakehold friday,write unit test gather sale data prepare report stakeholder friday
620,Prepare monthly report,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:25:59.627850,2025-08-30 22:25:59.627850,diana,alice,2,3,110,1.5,done,2,0,Prepare monthly report. Deploy new service to production cluster and monitor for errors.,"['prepare', 'monthly', 'report', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",prepar monthli report deploy new servic product cluster monitor error,prepare monthly report deploy new service production cluster monitor error
621,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-08-18 22:25:59.627850,2025-08-24 22:25:59.627850,diana,diana,2,8,88,4.4,open,6,1,Deploy microservice. Deploy new service to production cluster and monitor for errors.,"['deploy', 'microservice', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",deploy microservic deploy new servic product cluster monitor error,deploy microservice deploy new service production cluster monitor error
622,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-10-02 22:25:59.627850,2025-10-04 22:25:59.627850,diana,charlie,2,4,161,4.73,done,2,0,Optimize DB queries. Optimize slow queries causing high CPU usage on replica DB.,"['optimize', 'db', 'queries', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",optim db queri optim slow queri caus high cpu usag replica db,optimize db query optimize slow query causing high cpu usage replica db
623,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-16 22:25:59.627850,2025-09-18 22:25:59.627850,alice,diana,2,4,15,4.45,open,2,1,Plan sprint. Investigate new ML library for text embeddings and feasibility.,"['plan', 'sprint', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",plan sprint investig new ml librari text embed feasibl,plan sprint investigate new ml library text embeddings feasibility
624,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-08 22:25:59.627850,2025-09-10 22:25:59.627850,diana,alice,2,2,79,2.48,in_progress,2,1,Research new lib. Investigate new ML library for text embeddings and feasibility.,"['research', 'new', 'lib', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",research new lib investig new ml librari text embed feasibl,research new lib investigate new ml library text embeddings feasibility
625,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-24 22:25:59.627850,2025-09-07 22:25:59.627850,charlie,alice,0,8,137,4.57,in_progress,14,1,Update dependencies. Write unit tests for payment module to improve coverage.,"['update', 'dependencies', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",updat depend write unit test payment modul improv coverag,update dependency write unit test payment module improve coverage
626,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-29 22:25:59.627850,2025-10-16 22:25:59.627850,alice,bob,0,12,154,4.72,done,17,0,Write unit tests. Create responsive landing page for product X using Figma mockups.,"['write', 'unit', 'tests', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",write unit test creat respons land page product use figma mockup,write unit test create responsive landing page product using figma mockups
627,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-08 22:25:59.627850,2025-09-22 22:25:59.627850,charlie,diana,0,1,50,2.54,done,14,0,Research new lib. Gather sales data and prepare report for stakeholders by Friday.,"['research', 'new', 'lib', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",research new lib gather sale data prepar report stakehold friday,research new lib gather sale data prepare report stakeholder friday
628,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-08-19 22:25:59.627850,2025-08-28 22:25:59.627850,charlie,bob,2,8,192,1.06,open,9,1,Deploy microservice. Write unit tests for payment module to improve coverage.,"['deploy', 'microservice', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",deploy microservic write unit test payment modul improv coverag,deploy microservice write unit test payment module improve coverage
629,Write unit tests,Respond to important client email about billing dispute.,2025-08-19 22:25:59.627850,2025-09-05 22:25:59.627850,diana,bob,0,4,145,2.21,open,17,1,Write unit tests. Respond to important client email about billing dispute.,"['write', 'unit', 'tests', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",write unit test respond import client email bill disput,write unit test respond important client email billing dispute
630,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-13 22:25:59.627850,bob,bob,1,2,187,0.73,in_progress,5,1,Customer email reply. Plan sprint items and assign tasks to frontend/backend teams.,"['customer', 'email', 'reply', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",custom email repli plan sprint item assign task frontend backend team,customer email reply plan sprint item assign task frontend backend team
631,Update dependencies,Write unit tests for payment module to improve coverage.,2025-09-01 22:25:59.627850,2025-09-07 22:25:59.627850,alice,bob,1,2,5,3.3,in_progress,6,1,Update dependencies. Write unit tests for payment module to improve coverage.,"['update', 'dependencies', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",updat depend write unit test payment modul improv coverag,update dependency write unit test payment module improve coverage
632,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-14 22:25:59.627850,2025-09-30 22:25:59.627850,alice,diana,2,2,60,3.15,in_progress,16,1,Fix login bug. Write unit tests for payment module to improve coverage.,"['fix', 'login', 'bug', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",fix login bug write unit test payment modul improv coverag,fix login bug write unit test payment module improve coverage
633,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:25:59.627850,2025-09-14 22:25:59.627850,alice,bob,2,6,76,3.29,done,3,0,Write unit tests. Optimize slow queries causing high CPU usage on replica DB.,"['write', 'unit', 'tests', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",write unit test optim slow queri caus high cpu usag replica db,write unit test optimize slow query causing high cpu usage replica db
634,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-25 22:25:59.627850,2025-08-30 22:25:59.627850,alice,charlie,2,1,42,4.34,done,5,0,Deploy microservice. User cannot login with social auth. Error 500 observed on POST /auth.,"['deploy', 'microservice', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",deploy microservic user login social auth error 500 observ post auth,deploy microservice user login social auth error 500 observed post auth
635,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-02 22:25:59.627850,2025-09-13 22:25:59.627850,alice,alice,0,1,111,4.97,open,11,1,Plan sprint. Plan sprint items and assign tasks to frontend/backend teams.,"['plan', 'sprint', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",plan sprint plan sprint item assign task frontend backend team,plan sprint plan sprint item assign task frontend backend team
636,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-25 22:25:59.627850,2025-10-15 22:25:59.627850,bob,diana,0,8,153,2.12,open,20,0,Update dependencies. Plan sprint items and assign tasks to frontend/backend teams.,"['update', 'dependencies', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",updat depend plan sprint item assign task frontend backend team,update dependency plan sprint item assign task frontend backend team
637,Design landing page,Update package.json dependencies and run compatibility tests.,2025-09-03 22:25:59.627850,2025-09-15 22:25:59.627850,diana,alice,0,12,114,4.29,open,12,1,Design landing page. Update package.json dependencies and run compatibility tests.,"['design', 'landing', 'page', 'update', 'package', 'json', 'dependencies', 'run', 'compatibility', 'tests']",design land page updat packag json depend run compat test,design landing page update package json dependency run compatibility test
638,Update dependencies,Write unit tests for payment module to improve coverage.,2025-08-22 22:25:59.627850,2025-08-26 22:25:59.627850,charlie,charlie,1,6,110,2.86,done,4,0,Update dependencies. Write unit tests for payment module to improve coverage.,"['update', 'dependencies', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",updat depend write unit test payment modul improv coverag,update dependency write unit test payment module improve coverage
639,Deploy microservice,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-17 22:25:59.627850,2025-08-21 22:25:59.627850,alice,diana,2,8,181,3.22,done,4,0,Deploy microservice. Plan sprint items and assign tasks to frontend/backend teams.,"['deploy', 'microservice', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",deploy microservic plan sprint item assign task frontend backend team,deploy microservice plan sprint item assign task frontend backend team
640,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-21 22:25:59.627850,2025-10-02 22:25:59.627850,charlie,charlie,0,2,162,3.03,done,11,0,Update dependencies. Optimize slow queries causing high CPU usage on replica DB.,"['update', 'dependencies', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",updat depend optim slow queri caus high cpu usag replica db,update dependency optimize slow query causing high cpu usage replica db
